고유번호,지역,상호,상표,주소,전화번호,셀프여부, 품질인증주유소, 전산보고주유소
A0016400,충남 보령시,남포농협주유소,SK에너지,충남 보령시 남포면 월전로 9,041-931-0090,일반,N,Y
A0016403,충남 보령시,대천농협주유소,HD현대오일뱅크,충남 보령시 대천방조제로 84  (대천동),041-933-0142,셀프,N,Y
A0016405,충남 보령시,주산농협주유소,NH-OIL,충남 보령시 주산면 충서로 430,041-933-6363,일반,Y,Y
A0016410,충남 보령시,현대보령셀프주유소,HD현대오일뱅크,충남 보령시 대해로 176 (내항동),041-936-3615,셀프,N,Y
A0016411,충남 보령시,대천유통㈜대천(상)시흥방향,SK에너지,충남 보령시 주교면 서해안고속도로 200-1,041-931-5371,일반,N,N
A0016412,충남 보령시,대천유통(주)대천(하)주유소,SK에너지,충남 보령시 주교면 서해안고속도로 199-1,041-931-5871,일반,N,N
A0016660,충남 보령시,보령머드주유소,SK에너지,충남 보령시 대청로 379 (화산동),041-934-7311,일반,N,N
A0016695,충남 보령시,주산주유소,GS칼텍스,충남 보령시 주산면 충서로 616,041-933-3601,일반,N,N
A0032671,충남 보령시,해양주유소,S-OIL,충남 보령시 대해로 386 (남곡동),041-933-5145,셀프,N,N
A0032692,충남 보령시,백두산주유소,자가상표,충남 보령시 대해로 498 (요암동),041-931-0011,셀프,N,N
A0032961,충남 보령시,웅천농협(내평지점)주유소,HD현대오일뱅크,충남 보령시 미산면 내평봉성길 4,041-933-4563,일반,N,Y
A0033198,충남 보령시,역전주유소,GS칼텍스,충남 보령시 대해로 141 (내항동),041-935-5508,셀프,N,N
A0033591,충남 보령시,오천농협원산도지점주유소,NH-OIL,충남 보령시 오천면 원산도3길 66,041-936-6055,셀프,N,Y
A0033647,충남 보령시,웅천농협주유소,NH-OIL,충남 보령시 웅천읍 독산로 10,041-931-8005,일반,N,Y
A0000079,충남 서산시,형제주유소,S-OIL,충남 서산시 음암면 운암로 678,041-664-3383,일반,N,N
A0009246,충남 서산시,지곡현대주유소,HD현대오일뱅크,충남 서산시 지곡면 충의로 1300,041-664-0073,일반,N,N
A0014868,충남 서산시,간월주유소,SK에너지,충남 서산시 부석면 천수만로 750,041-669-0909,일반,N,N
A0014877,충남 서산시,오토밸리셀프(주) 애향점,SK에너지,충남 서산시 고운로 254 (동문동),041-666-6655,셀프,N,N
A0014878,충남 서산시,풍차주유소,S-OIL,충남 서산시 인지면 서해로 3001,041-662-1407,일반,N,Y
A0014885,충남 서산시,문양주유소,HD현대오일뱅크,충남 서산시 음암면 회천로 109,041-669-4318,일반,N,N
A0015018,충남 서산시,서동알뜰주유소,알뜰주유소,충남 서산시 고운로 320,041-665-5839,셀프,N,Y
A0015019,충남 서산시,노란주유소,SK에너지,충남 서산시 성연면 충의로 406,041-665-5149,셀프,N,N
A0015020,충남 서산시,가나다주유소,HD현대오일뱅크,충남 서산시 부석면 강경벌로 442,041-663-7434,일반,N,N
A0015023,충남 서산시,광천주유소,GS칼텍스,충남 서산시 고운로 28 (예천동),041-665-2526,일반,N,N
A0015024,충남 서산시,대득주유소,SK에너지,충남 서산시 대산읍 충의로 1950,041-663-8353,일반,N,N
A0015038,충남 서산시,바위주유소,HD현대오일뱅크,충남 서산시 해미면 남문2로 84,041-688-2514,일반,N,N
A0015040,충남 서산시,삼길주유소,HD현대오일뱅크,충남 서산시 대산읍 충의로 2827,041-664-7310,일반,N,N
A0015041,충남 서산시,(주)SK대기주유소,SK에너지,충남 서산시 대산읍 명지1로 154,041-669-0830,일반,N,N
A0015043,충남 서산시,지곡주유소,S-OIL,충남 서산시 지곡면 충의로 1309,041-662-8787,셀프,N,Y
A0015048,충남 서산시,운산주유소,GS칼텍스,충남 서산시 운산면 운암로 1007,041-663-4013,일반,N,N
A0015087,충남 서산시,HD현대오일뱅크㈜직영 대산주유소,HD현대오일뱅크,충남 서산시 대산읍 충의로 2611,041-663-7551,일반,N,Y
A0015091,충남 서산시,HD현대오일뱅크㈜직영 잠홍셀프주유소,HD현대오일뱅크,충남 서산시 서해로 3602 (잠홍동),041-663-5156,셀프,N,Y
A0015121,충남 서산시,김여사네self주유소,S-OIL,충남 서산시 음암면 서해로 4019,041-669-5189,셀프,N,N
A0015259,충남 서산시,하이웨이주유소,GS칼텍스,충남 서산시 음암면 서해로 3986,041-663-8636,셀프,N,N
A0015587,충남 서산시,태윤주유소,HD현대오일뱅크,충남 서산시 인지면 서해로 2663,041-662-1667,일반,N,N
A0015628,충남 서산시,참좋은주유소,HD현대오일뱅크,충남 서산시 대산읍 충의로 2105,041-663-0051,셀프,N,N
A0015700,충남 서산시,뚱땡이주유소,S-OIL,충남 서산시 팔봉면 팔봉2로 194-88,041-665-1962,셀프,N,Y
A0015741,충남 서산시,톨게이트주유소,SK에너지,충남 서산시 운산면 운암로 895,041-662-5180,셀프,N,N
A0016940,충남 서산시,대륙주유소,HD현대오일뱅크,충남 서산시 서령로 106 (동문동),041-681-5151,셀프,N,N
A0016944,충남 서산시,엠텍리서치,HD현대오일뱅크,충남 서산시 고북면 신정리 386,0,일반,N,N
A0016952,충남 서산시,한마음주유소,HD현대오일뱅크,충남 서산시 충의로 299 (갈산동),041-668-5152,셀프,N,N
A0016957,충남 서산시,인지주유소,SK에너지,충남 서산시 인지면 무학로 1498,041-664-6582,일반,N,Y
A0016966,충남 서산시,서산IC주유소,HD현대오일뱅크,충남 서산시 음암면 서해로 4020,041-664-5191,셀프,N,N
A0016967,충남 서산시,신성주유소,GS칼텍스,충남 서산시 지곡면 화천1로 25,041-664-4170,일반,N,Y
A0016971,충남 서산시,해미 I.C 주유소,SK에너지,충남 서산시 해미면 중앙로 1142,041-688-5105,셀프,N,N
A0016972,충남 서산시,행복주유소,HD현대오일뱅크,충남 서산시 팔봉면 서해로 2408,041-669-5188,일반,N,N
A0016973,충남 서산시,오성주유소,S-OIL,충남 서산시 중앙로 120 (석림동),041-669-6688,일반,N,N
A0016983,충남 서산시,우리주유소,HD현대오일뱅크,충남 서산시 음암면 운암로 485,041-669-7700,일반,N,N
A0016985,충남 서산시,수아셀프주유소,S-OIL,충남 서산시 서해로 3614 (잠홍동),041-667-0068,셀프,N,N
A0016986,충남 서산시,서산자연주유소,GS칼텍스,충남 서산시 소탐2길 17-8 (수석동),041-668-0101,셀프,N,N
A0016996,충남 서산시,나은셀프주유소,S-OIL,충남 서산시 안견로 115 (동문동),041-681-5112,셀프,N,N
A0016999,충남 서산시,수석주유소,SK에너지,충남 서산시 중앙로 395,041-669-3906,셀프,N,N
A0017007,충남 서산시,한별주유소,S-OIL,충남 서산시 고북면 내포로 2344,041-688-5381,셀프,N,Y
A0017012,충남 서산시,서산제일주유소,SK에너지,충남 서산시 양열로 149-39,041-665-5144,셀프,N,N
A0017014,충남 서산시,행복한주유소,HD현대오일뱅크,충남 서산시 인지면 무학로 1747,041-664-0506,일반,N,Y
A0017017,충남 서산시,어송주유소,GS칼텍스,충남 서산시 팔봉면 어송1길 237,041-664-2020,일반,N,N
A0017020,충남 서산시,태영주유소,HD현대오일뱅크,충남 서산시 해미면 한티로 288,041-688-5156,일반,N,N
A0017028,충남 서산시,에이비(AB)방조제주유소,SK에너지,충남 서산시 부석면 천수만로 583-5,041-669-1007,일반,N,N
A0017030,충남 서산시,장등주유소,알뜰주유소,충남 서산시 지곡면 충의로 1546,041-662-0340,일반,Y,Y
A0017032,충남 서산시,희망주유소,S-OIL,충남 서산시 충의로 256 (갈산동),041-662-3230,일반,N,Y
A0017034,충남 서산시,독곶주유소,SK에너지,충남 서산시 대산읍 명지1로 390,041-681-5511,일반,N,N
A0017038,충남 서산시,착한점오토밸리(주),SK에너지,충남 서산시 음암면 서해로 3837,041-662-0347,셀프,N,N
A0017042,충남 서산시,청기와주유소,HD현대오일뱅크,충남 서산시 성연면 충의로 633,041-669-3319,일반,N,N
A0017049,충남 서산시,서산인삼농협주유소,HD현대오일뱅크,충남 서산시 중앙로 520,041-668-0606,일반,N,Y
A0017057,충남 서산시,죽성주유소,SK에너지,충남 서산시 남부순환로 805 (죽성동),041-666-1787,일반,N,N
A0017059,충남 서산시,명천주유소,HD현대오일뱅크,충남 서산시 성연면 명천3길 101-7,041-662-0571,일반,N,N
A0017060,충남 서산시,해미읍성주유소,S-OIL,충남 서산시 해미면 남문1로 7,041-688-6770,일반,N,Y
A0017061,충남 서산시,이레주유소,GS칼텍스,충남 서산시 팔봉면 서해로 2294,041-662-6897,셀프,N,Y
A0017062,충남 서산시,예천동주유소,알뜰주유소,충남 서산시 공림3길 13 (예천동),041-664-6988,셀프,N,Y
A0017063,충남 서산시,가야주유소,HD현대오일뱅크,충남 서산시 운산면 해운로 1070,041-669-5353,일반,N,N
A0017064,충남 서산시,서창셀프주유소,HD현대오일뱅크,충남 서산시 안견로 255 (동문동),041-665-5241,셀프,N,N
A0017067,충남 서산시,현대주유소,HD현대오일뱅크,충남 서산시 음암면 운암로 200,041-663-1100,일반,N,N
A0017068,충남 서산시,서산현대주유소,HD현대오일뱅크,충남 서산시 음암면 서해로 3961,041-664-5186,일반,N,N
A0017069,충남 서산시,하늘빛주유소,HD현대오일뱅크,충남 서산시 서령로 249 (온석동),041-665-6401,셀프,N,N
A0017070,충남 서산시,파워주유소,SK에너지,충남 서산시 지곡면 충의로 1198,041-663-1257,셀프,N,N
A0017080,충남 서산시,(주)유니주유소/충전소,GS칼텍스,충남 서산시 서해로 3621,041-668-5182,일반,N,N
A0017083,충남 서산시,(주)서해안주유소,GS칼텍스,충남 서산시 중앙로 452 (수석동),041-669-5940,일반,N,N
A0017084,충남 서산시,부석농협주유소,NH-OIL,충청남도 서산시 부석면 무학로 1175,041-667-1500,일반,Y,Y
A0017086,충남 서산시,서산농협주유소,NH-OIL,충남 서산시 서해로 3179 (예천동),041-666-5337,일반,Y,Y
A0017087,충남 서산시,운산농협주유소,HD현대오일뱅크,충남 서산시 운산면 운암로 1030,041-664-5151,일반,N,Y
A0017088,충남 서산시,고북농협주유소,NH-OIL,충남 서산시 고북면 고북1로 295,041-663-2466,일반,N,Y
A0017089,충남 서산시,서산농협팔봉주유소,NH-OIL,충남 서산시 팔봉면 한월당로 344,041-662-2119,일반,Y,Y
A0017090,충남 서산시,음암농협주유소,HD현대오일뱅크,충남 서산시 음암면 서해로 4363,041-663-6161,셀프,N,Y
A0017091,충남 서산시,성연농협주유소,NH-OIL,충남 서산시 성연면 두치로 19,041-664-5182,일반,Y,Y
A0017092,충남 서산시,해미농협주유소,NH-OIL,충남 서산시 해미면 중앙로 1072,041-688-6100,일반,N,Y
A0017094,충남 서산시,대산농협주유소,NH-OIL,충남 서산시 대산읍 충의로 2001,041-660-9966,셀프,Y,Y
A0017098,충남 서산시,HD현대오일뱅크㈜직영 황금산주유소,HD현대오일뱅크,충남 서산시 대산읍 독곶1로 46,041-681-3280,일반,N,Y
A0017102,충남 서산시,HD현대오일뱅크㈜직영 서강주유소,HD현대오일뱅크,충남 서산시 서해로 3584 (잠홍동),041-662-5145,일반,N,Y
A0017104,충남 서산시,태아산업㈜서산(서울방향)주유소,알뜰(ex),충남 서산시 해미면 서해안고속도로 242,041-688-7717,셀프,Y,Y
A0017105,충남 서산시,태아산업㈜서산(목포방향)주유소,알뜰(ex),충남 서산시 해미면 서해안고속도로 241,041-688-8817,셀프,Y,Y
A0017106,충남 서산시,대산 훼미리주유소,HD현대오일뱅크,충남 서산시 대산읍 충의로 2408,041-663-1472,일반,N,N
A0017108,충남 서산시,(주)대산에너지,HD현대오일뱅크,충남 서산시 대산읍 충의로 1700,041-669-2877,일반,N,N
A0017109,충남 서산시,(주)한양고속주유소,HD현대오일뱅크,충남 서산시 음암면 운암로 644,041-662-5506,일반,N,N
A0032965,충남 서산시,오토벨리(주),HD현대오일뱅크,충남 서산시 지곡면 무장산업로 183,041-664-5189,셀프,N,N
A0033163,충남 서산시,만석2에너지,SK에너지,충청남도 서산시 음암면 백제사신로 839,041-662-2214,일반,N,N
A0033294,충남 서산시,만석에너지,HD현대오일뱅크,충남 서산시 음암면 백제사신로 990,041-664-2213,일반,N,N
A0033414,충남 서산시,현대부석주유소,HD현대오일뱅크,충남 서산시 부석면 무학로 946,041-662-4110,일반,N,N
A0001286,충남 논산시,대동주유소,SK에너지,충남 논산시 성동면 논산평야로 453,041-733-1843,일반,N,N
A0001878,충남 논산시,도산주유소(수락점),SK에너지,충남 논산시 벌곡면 수락로 57,041-733-5666,셀프,N,N
A0007139,충남 논산시,(주)동부에너지,S-OIL,충남 논산시 은진면 득안대로 888,041-742-5151,셀프,N,N
A0008002,충남 논산시,㈜산호청정오일 구도일주유소 채운,S-OIL,충남 논산시 채운면 계백로 640,041-735-4861,일반,N,N
A0012141,충남 논산시,행복가득주유소,SK에너지,충남 논산시 연무읍 득안대로 730,041-741-6651,셀프,N,N
A0013608,충남 논산시,창대주유소,HD현대오일뱅크,충남 논산시 양촌면 황산벌로 301,041-741-5181,일반,N,N
A0013625,충남 논산시,이창주유소,S-OIL,충남 논산시 연산면 계백로 2593,041-735-7763,일반,N,N
A0014501,충남 논산시,88주유소,SK에너지,충남 논산시 연무읍 득안대로 634,041-742-0088,일반,N,N
A0014517,충남 논산시,금성주유소,HD현대오일뱅크,충남 논산시 계백로 1155 (덕지동),041-735-2180,일반,N,Y
A0014518,충남 논산시,금솔주유소,HD현대오일뱅크,충남 논산시 상월면 득안대로 3035,041-000-0000,일반,N,N
A0014526,충남 논산시,이데아셀프주유소,S-OIL,충남 논산시 연산면 임2길 2,041-733-3390,셀프,N,N
A0014530,충남 논산시,우리둘셀프주유소,S-OIL,충남 논산시 부적면 계백로 1645,041-732-9999,셀프,N,N
A0014531,충남 논산시,미래주유소,알뜰주유소,충남 논산시 연산면 계백로 1983,041-736-8656,셀프,N,Y
A0014536,충남 논산시,한아름주유소,GS칼텍스,충청남도 논산시 연무읍 동안로 1035,041-741-5678,일반,N,N
A0014537,충남 논산시,백제주유소,SK에너지,충남 논산시 시민로 278 (내동),041-735-1238,셀프,N,N
A0014542,충남 논산시,등화주유소,SK에너지,충남 논산시 계백로 767 (등화동),041-735-3551,일반,N,N
A0014559,충남 논산시,취암주유소,SK에너지,충남 논산시 시민로360번길 10,041-733-5580,일반,N,N
A0014578,충남 논산시,성동주유소,SK에너지,충남 논산시 성동면 성동로 6,041-732-6273,일반,N,N
A0014582,충남 논산시,HD현대오일뱅크㈜직영 득안셀프주유소,HD현대오일뱅크,충남 논산시 득안대로 1193 (내동),041-742-7599,셀프,N,Y
A0014591,충남 논산시,개태사주유소,S-OIL,충남 논산시 연산면 계백로 2646,041-733-6868,셀프,N,N
A0014603,충남 논산시,논산IC주유소,GS칼텍스,충남 논산시 연무읍 동안로 1088,041-742-1041,일반,N,N
A0014611,충남 논산시,뉴영광주유소,HD현대오일뱅크,충남 논산시 계백로 835 (부창동),041-735-2239,일반,N,N
A0014622,충남 논산시,지산주유소,HD현대오일뱅크,충남 논산시 관촉로 105 (지산동),041-732-5181,일반,N,N
A0014632,충남 논산시,안전주유소,S-OIL,충남 논산시 계백로 1040 (취암동),041-735-3964,셀프,N,N
A0014654,충남 논산시,신촌주유소,HD현대오일뱅크,충남 논산시 연무읍 득안대로 446,041-741-9615,일반,N,N
A0014658,충남 논산시,명품셀프주유소,GS칼텍스,충남 논산시 계백로 896,041-733-5152,셀프,N,N
A0014661,충남 논산시,충청주유소,SK에너지,충남 논산시 계백로 1179 (덕지동),041-736-5189,일반,N,N
A0014670,충남 논산시,동신주유소,S-OIL,충남 논산시 상월면 호월로 703,041-733-4348,일반,N,N
A0014691,충남 논산시,유진에너지,SK에너지,충남 논산시 광석면 득안대로 2248,041-734-5156,셀프,N,N
A0014697,충남 논산시,OK주유소,자가상표,충남 논산시 연무읍 동안로 961,0,일반,N,N
A0014700,충남 논산시,하나주유소,SK에너지,충남 논산시 양촌면 매죽헌로 1341,041-742-8881,일반,N,N
A0014705,충남 논산시,건양주유소,SK에너지,충남 논산시 시민로 78 (내동),041-741-0176,일반,N,N
A0014709,충남 논산시,충무주유소,S-OIL,충남 논산시 채운면 동안로 281,041-745-3526,일반,N,N
A0014719,충남 논산시,(주)오케이에너지 수정주유소,SK에너지,충남 논산시 연무읍 황화로 116,041-742-7999,일반,N,N
A0014720,충남 논산시,은진주유소,SK에너지,충남 논산시 은진면 시민로 7,041-741-5122,셀프,N,N
A0014721,충남 논산시,성일주유소,S-OIL,충남 논산시 연무읍 동안로 1161,041-741-9255,일반,N,N
A0014723,충남 논산시,딸기주유소,HD현대오일뱅크,충남 논산시 강변로 61 (등화동),041-733-5189,일반,N,N
A0014734,충남 논산시,영화주유소,GS칼텍스,충남 논산시 계백로 140,041-745-5180,일반,N,N
A0014738,충남 논산시,야촌주유소,S-OIL,충남 논산시 가야곡면 매죽헌로 705,041-741-3335,일반,N,Y
A0014739,충남 논산시,동산주유소,SK에너지,충남 논산시 연무읍 동안로 1010,041-742-3750,일반,N,N
A0014740,충남 논산시,아호교주유소,HD현대오일뱅크,충남 논산시 부적면 부인길 11,041-733-7125,일반,N,N
A0014742,충남 논산시,신호남주유소,S-OIL,충남 논산시 노성면 득안대로 2296,041-736-2423,셀프,N,N
A0014746,충남 논산시,GS창공주유소,GS칼텍스,충남 논산시 광석면 득안대로 2259,041-734-3712,셀프,N,Y
A0014748,충남 논산시,행운주유소,GS칼텍스,충남 논산시 연산면 계백로 2500,041-733-2004,셀프,N,N
A0014749,충남 논산시,에코셀프주유소,HD현대오일뱅크,충남 논산시 연산면 계백로 1853,041-736-1151,셀프,N,N
A0014754,충남 논산시,원주유소,GS칼텍스,충남 논산시 연무읍 안심로 224,041-742-3949,일반,N,N
A0014755,충남 논산시,(주)제때직영스마일주유소 논산점,HD현대오일뱅크,충남 논산시 연무읍 동안로 1153,070-4465-0718,일반,N,N
A0014758,충남 논산시,태양주유소,GS칼텍스,충남 논산시 부적면 계백로 1508,0,셀프,N,Y
A0014759,충남 논산시,대원주유소,SK에너지,충남 논산시 채운면 계백로 353,041-736-9911,셀프,N,N
A0014760,충남 논산시,광석주유소,GS칼텍스,충남 논산시 광석면 광석로 148,041-732-8002,일반,N,N
A0014766,충남 논산시,양촌주유소,SK에너지,충남 논산시 양촌면 황산벌로 731,041-741-8568,일반,N,N
A0014786,충남 논산시,농민주유소,GS칼텍스,충남 논산시 연산면 선비로 569 (연산면),041-733-8851,일반,N,N
A0014787,충남 논산시,신창에너지(주)서논산주유소,S-OIL,충남 논산시 강변로 198 (부창동),041-732-5146,셀프,N,N
A0014790,충남 논산시,좋은주유소,S-OIL,충남 논산시 은진면 득안대로 934,041-742-5153,셀프,N,N
A0014793,충남 논산시,(주)강변로주유소,HD현대오일뱅크,충남 논산시 강변로 46 (등화동),041-736-0117,일반,N,N
A0014794,충남 논산시,(주)명암에너지,SK에너지,충남 논산시 양촌면 황산벌로 1304,041-734-4125,일반,N,N
A0014795,충남 논산시,(주)산호 청정오일주유소,SK에너지,충남 논산시 벌곡면 대둔로 785,041-733-7336,일반,N,Y
A0014798,충남 논산시,양촌농협주유소,NH-OIL,충남 논산시 양촌면 황산벌로 426,041-741-1245,일반,N,Y
A0014801,충남 논산시,성동농협주유소,NH-OIL,충남 논산시 성동면 성동로 581,041-733-0700,일반,N,Y
A0014802,충남 논산시,광석농협주유소,NH-OIL,충남 논산시 광석면 논산평야로 874,041-732-5182,일반,Y,Y
A0014803,충남 논산시,논산계룡농협주유소,NH-OIL,충남 논산시 가야곡면 덕은로 338,041-742-4831,일반,N,Y
A0014805,충남 논산시,논산농협성덕지점주유소,NH-OIL,충남 논산시 은진면 원앙로 1162,041-741-8772,일반,N,Y
A0014807,충남 논산시,강경농협주유소,NH-OIL,충남 논산시 강경읍 계백로 57,041-745-4015,셀프,N,Y
A0014808,충남 논산시,연무농협주유소,SK에너지,충남 논산시 연무읍 안심로 16,041-741-6446,일반,N,Y
A0014809,충남 논산시,노성농협주유소,NH-OIL,충남 논산시 노성면 노성로 665,041-735-5928,일반,Y,Y
A0014811,충남 논산시,부적농협주유소,SK에너지,충남 논산시 부적면 남마구평길 10,041-732-9815,일반,N,Y
A0014817,충남 논산시,놀뫼새마을금고주유소,SK에너지,충남 논산시 번영로 80,041-734-5322,일반,N,N
A0014818,충남 논산시,논산계룡농협 하나로마트주유소,NH-OIL,충남 논산시 연산면 청동로 18,041-730-1080,일반,N,Y
A0014831,충남 논산시,(주)썬엘벌곡(상)주유소,알뜰(ex),충남 논산시 벌곡면 벌곡로 9-58,041-732-3991,셀프,Y,Y
A0014844,충남 논산시,(주)바이오시스벌곡주유소/충전소,알뜰(ex),충남 논산시 벌곡면 호남지선고속도로 25,041-733-7487,셀프,Y,Y
A0014845,충남 논산시,논산주유소,HD현대오일뱅크,충남 논산시 연무읍 동안로 1160,041-741-5141,셀프,N,N
A0016441,충남 논산시,양지주유소,S-OIL,충남 논산시 연산면 황룡재로 50,041-734-5182,일반,N,N
A0016452,충남 논산시,계백주유소,알뜰주유소,충남 논산시 부적면 계백로 1428,041-734-6835,셀프,N,N
A0016528,충남 논산시,에버그린주유소,SK에너지,충남 논산시 연무읍 황화로 272,041-742-3101,일반,N,N
A0016542,충남 논산시,햇님주유소,알뜰주유소,충청남도 논산시 연산면 계백로 2435,041-733-5552,셀프,N,Y
A0016612,충남 논산시,천호셀프주유소,SK에너지,충남 논산시 연산면 계백로 2694,041-734-8951,셀프,N,N
A0016769,충남 논산시,우전산업주유소(우전레미콘),자가상표,충남 논산시 연산면 선비로 496,041-733-8041,일반,N,N
A0033071,충남 논산시,논산농협주유소,NH-OIL,충남 논산시 대학로 48,041-740-0880,셀프,N,Y
A0013942,충남 계룡시,양정주유소,S-OIL,충남 계룡시 엄사면 계백로 3107,042-841-5148,셀프,N,N
A0014540,충남 계룡시,두마주유소,SK에너지,충청남도 계룡시 엄사면 계백로 3025,042-841-1313,일반,N,N
A0014747,충남 계룡시,참좋은셀프주유소,S-OIL,충남 계룡시 엄사면 계룡대로 449,042-841-6699,셀프,N,Y
A0014815,충남 계룡시,수만주유소,S-OIL,충남 계룡시 두마면 왕대로 102,042-551-0218,셀프,N,Y
A0014828,충남 계룡시,SK에너지(주) 신도시주유소,SK에너지,충남 계룡시 엄사면 계룡대로 465,042-841-7749,일반,N,Y
A0014840,충남 계룡시,대운셀프주유소,SK에너지,충남 계룡시 신도안면 계룡대로 663,042-551-8832,셀프,N,N
A0004006,충남 금산군,㈜케이알산업 인삼랜드(하남)주유소/충전소,알뜰(ex),충남 금산군 군북면 대암길 34-30,041-754-5180,셀프,Y,Y
A0013543,충남 금산군,군북주유소,SK에너지,충남 금산군 군북면 군북로 492,041-752-0236,일반,N,N
A0013550,충남 금산군,가까운주유소,SK에너지,충남 금산군 군북면 어필각로 117,041-754-0318,일반,N,N
A0013575,충남 금산군,신대주유소,GS칼텍스,충남 금산군 복수면 복수로 945,041-752-2067,일반,N,N
A0013669,충남 금산군,하나SK주유소,SK에너지,충남 금산군 금성면 진산로 142,041-751-0254,일반,N,N
A0013686,충남 금산군,진산주유소,GS칼텍스,충남 금산군 진산면 대둔산로 410,041-752-4047,일반,N,Y
A0013719,충남 금산군,늘푸른주유소,SK에너지,충남 금산군 추부면 다복로 717,041-754-5011,일반,N,N
A0013743,충남 금산군,복수주유소,S-OIL,충남 금산군 복수면 다복로 8,041-754-5153,일반,N,N
A0013757,충남 금산군,홍삼주유소,SK에너지,충남 금산군 복수면 복수로 376,041-751-0251,일반,N,N
A0013774,충남 금산군,서대산주유소,HD현대오일뱅크,충남 금산군 추부면 서대산로 477,041-753-8005,일반,N,N
A0013788,충남 금산군,㈜주운 금산인삼주유소,S-OIL,충남 금산군 금산읍 인삼로 198,041-751-1900,일반,N,N
A0013804,충남 금산군,범아주유소,S-OIL,충남 금산군 군북면 어필각로 241,041-753-6628,일반,N,N
A0013806,충남 금산군,금산제원주유소,S-OIL,충남 금산군 제원면 군북로 464,041-752-2125,일반,N,N
A0013825,충남 금산군,금정주유소,S-OIL,충남 금산군 추부면 금산로 2341,041-751-5189,셀프,N,Y
A0013829,충남 금산군,진산자연휴양림,SK에너지,충남 금산군 진산면 대둔산로 6,041-752-0933,셀프,N,N
A0013847,충남 금산군,대둔주유소,SK에너지,충남 금산군 복수면 다복로 121,041-754-3103,일반,N,N
A0013850,충남 금산군,공단주유소,HD현대오일뱅크,충남 금산군 복수면 다복로 477,041-753-3933,일반,N,N
A0013904,충남 금산군,봉황주유소,HD현대오일뱅크,충남 금산군 제원면 금강로 172,041-753-0927,일반,N,N
A0013912,충남 금산군,(주)청정에너지,SK에너지,충남 금산군 제원면 인삼로 416,041-754-5152,셀프,N,N
A0013916,충남 금산군,우영주유소,HD현대오일뱅크,충남 금산군 복수면 다복로 437,041-753-1818,일반,N,N
A0013921,충남 금산군,금산흥국주유소,SK에너지,충남 금산군 금산읍 금산로 1544,041-754-6250,일반,N,N
A0013924,충남 금산군,삼산주유소,GS칼텍스,충남 금산군 금산읍 인삼로 332,041-753-5151,일반,N,N
A0013925,충남 금산군,새금산주유소,SK에너지,충남 금산군 금산읍 금산로 1331,041-754-8200,일반,N,N
A0013926,충남 금산군,금산주유소,GS칼텍스,충남 금산군 금산읍 금산로 1486,041-752-2122,일반,N,N
A0013932,충남 금산군,새말주유소,SK에너지,충남 금산군 군북면 금산로 1746,041-752-2389,일반,N,N
A0013936,충남 금산군,꿀벌주유소,HD현대오일뱅크,충남 금산군 추부면 서대산로 540,041-752-5826,셀프,N,N
A0013937,충남 금산군,마전주유소,SK에너지,충남 금산군 추부면 마전로 20,041-752-5012,셀프,N,N
A0013939,충남 금산군,추정주유소,HD현대오일뱅크,충남 금산군 추부면 금산로 2284,041-753-8951,셀프,N,N
A0013962,충남 금산군,삼삼주유소,S-OIL,충남 금산군 금성면 금산로 1578,041-753-4058,셀프,N,N
A0013963,충남 금산군,금산농협주유소,NH-OIL,충남 금산군 남일면 무금로 2161,041-751-1155,일반,Y,Y
A0013965,충남 금산군,인삼랜드(하)주유소/충전소,알뜰(ex),충청남도 금산군 군북면 어필각로 300,041-751-2895,셀프,Y,Y
A0013967,충남 금산군,진산농협주유소,NH-OIL,충남 금산군 진산면 대둔산로 604,041-752-4238,일반,N,Y
A0013969,충남 금산군,부리농협주유소,NH-OIL,충남 금산군 부리면 무금로 1585,041-754-5188,일반,Y,Y
A0014033,충남 금산군,평화주유소,SK에너지,충남 금산군 복수면 복수로 800,041-754-5116,일반,N,N
A0014057,충남 금산군,삼마주유소,GS칼텍스,충남 금산군 금성면 금산로 1654,041-751-3377,셀프,N,N
A0014071,충남 금산군,대웅주유소,GS칼텍스,충남 금산군 추부면 금산로 2413,041-753-8335,일반,N,N
A0016506,충남 금산군,대둔산주유소,GS칼텍스,충남 금산군 진산면 태고사로 450,041-751-8312,일반,N,N
A0021764,충남 금산군,(주)부일에너지 깻잎셀프주유소,S-OIL,충청남도 금산군 추부면 금산로 2426,041-751-9553,셀프,N,N
A0031273,충남 금산군,아인주유소,S-OIL,충남 금산군 금산읍 진산로 31,041-751-5179,셀프,N,N
A0000051,충남 부여군,태아산업㈜ 부여백제(서천방향)주유소,알뜰(ex),충남 부여군 내산면 서천공주고속도로 25,041-834-4600,셀프,N,Y
A0000052,충남 부여군,태아산업㈜ 부여백제(공주방향)주유소,알뜰(ex),충남 부여군 내산면 서천공주고속도로 26,041-833-8300,셀프,N,Y
A0011817,충남 부여군,청솔주유소,SK에너지,충남 부여군 부여읍 왕릉로 345,041-836-0080,일반,N,N
A0014225,충남 부여군,장암주유소,SK에너지,충청남도 부여군 장암면 충절로 1900 (장암면),041-834-6226,일반,N,N
A0014494,충남 부여군,그린주유소,S-OIL,충남 부여군 외산면 외산로 50,041-836-8810,일반,N,Y
